,Unnamed: 0,Stkcd,SP_TTM,EP_TTM,EP_LYR,CashFlowYiled_LYR,CashFlowYiled_TTM,FreeCashFlowYield_TTM,BP_LR,Sales2EV,SaleEarnings_SQ_YoY,Earnings_SQ_YoY,Sales_SQ_YoY,ROE_LR,ROA_LR,jlr,yylr,yysr,Momentum_1M,Momentum_12M,MACrossover,Momentum_24M,CurrentRatio,AssetTurnover,LTD2Equity_LR,PD,BZC
0,0,1.0,-0.094165851,1.170521116,1.279680326,-1.251551582,-5.523516089,-5.528622309,2.407608384,0.32413291,0.005642904,-0.021444463,0.058173191,0.45830071,-0.686260629,0.022604646,-0.003180338,-0.055314112,0.109956993,-0.250030632,-0.409278239,-0.176515504,,-1.175343094,,-0.270819841,-2.433508635
1,1,2.0,1.323411103,1.673276554,0.67073156,1.245131977,1.642693714,1.653688205,0.346640528,0.421161938,0.015856294,-0.023447897,0.584914916,0.171617721,-0.468944002,0.047767343,0.070473512,-0.033596503,0.5060834,2.546161978,-0.301733985,2.475277425,-0.366039579,-0.543541948,0.325745207,3.333213655,0.932239919
2,2,6.0,-0.526402846,-0.343008947,-0.379756493,0.351822108,0.235721282,0.244900021,-0.146269939,-0.506803155,-0.082299331,-0.104401302,-1.201886334,-0.398854155,-0.558490302,0.044233937,0.062569007,-0.032784586,-0.582610696,-0.320443895,-0.104208161,0.156948817,0.159839935,-0.818927802,0.821691064,-0.087341943,0.295437577
3,3,9.0,-0.446248334,-0.137182895,-0.50756373,-0.115355916,-0.184549206,-0.181569224,-0.518994621,-0.438579719,-0.016227922,-0.04409885,0.437853981,-0.534542978,-0.461556165,0.017473803,0.011142158,-0.053709438,0.256957248,0.166197303,-0.172121982,-0.777165175,-0.256701661,-0.557945148,0.567539648,0.302398047,1.021734911
4,4,12.0,-0.304985722,-0.027588958,-0.057538248,0.171850398,0.154604671,0.153608719,-0.156566133,-0.157980968,0.296174451,0.109135756,0.220985651,0.278124357,0.171513686,0.022503252,-0.002874908,-0.057083959,-0.030186209,1.079145151,0.5411994,0.423012008,-0.744189719,-0.120093516,-0.104609389,-0.040618776,0.624483848
5,5,21.0,0.329212823,-0.365683554,-0.411644013,-0.142252273,-0.129953908,-0.129784057,-0.395253956,0.792965614,0.112874837,0.046282641,-0.317071311,-0.064177321,-0.22568072,0.019427968,-0.022462287,-0.057561725,0.033721377,1.139411582,0.996255929,0.496669434,-0.336343759,2.075546081,-0.618786554,-0.039190799,0.88258917
6,6,27.0,-0.440520089,-0.053502795,-0.024879256,0.030878406,0.11797001,0.087116208,1.399292561,-0.375704989,-0.021732209,-0.058555514,-0.379923794,-0.091559971,-0.286425161,0.027743233,-0.021911624,-0.057681593,-0.02960337,-0.825952754,-0.134023954,0.270355148,-0.52084154,-0.834520697,0.561979904,-1.925639114,-0.583835654
7,7,28.0,6.975930672,2.805927194,2.295452128,0.67124558,1.057336447,1.067124592,-0.67086658,1.097008499,0.044558552,0.019182781,-0.070811726,0.940780779,0.576809729,0.022762554,-0.002578581,-0.05671022,0.181398844,1.103126445,0.300928642,-0.006558038,-0.238585611,3.115282075,-0.598017652,-1.20952249,-0.898845377
8,8,30.0,-0.336306947,0.005478178,0.122471945,-0.051447834,-0.116819144,-0.11280541,0.068976204,-0.128570715,0.019457999,-0.0010272,0.104256234,0.601465962,0.76835815,0.121576657,-0.23294756,-0.059659938,2.186442246,-0.263821049,0.273211383,-0.415114777,-0.086418447,0.055634015,-0.387471984,-1.485176806,-0.060636709
9,9,31.0,0.237918919,-0.093048391,-0.340411408,0.374625541,-0.588327801,-0.583748121,0.50271822,-0.042583177,0.1763575,0.255631085,1.675413016,-0.316669101,-0.526012369,0.112235714,0.264922929,-0.022275793,-0.667856065,-0.655545186,-0.136599139,0.949824701,-0.067584289,-0.600776716,4.873168454,0.568916007,0.568140694
10,10,39.0,0.98732679,-0.568540312,-1.05042304,0.058184056,-0.495713027,-0.542001672,1.952359542,0.519743132,-0.154026735,-0.194410707,-0.709201731,-1.082715434,-1.025887007,0.029785221,-0.05079907,-0.055790506,0.11225033,-0.754464234,-0.130256541,-1.046222641,-0.501351662,-0.257492722,1.090403074,-0.434632783,-0.459631003
11,11,46.0,-0.388546495,-0.014227135,-0.199489143,-0.761979417,-1.129622761,-1.126728567,-0.201757646,-0.557435616,0.015323808,-0.037176333,5.401510398,0.465183477,-0.598712972,0.076237805,0.018832323,-0.033125443,0.264426876,-0.005328573,0.133499545,1.166850467,0.0955404,-0.983800152,5.899006065,1.006799622,-0.745442979
12,12,49.0,3.091219088,0.631324344,0.26339421,-0.150730473,0.838661508,0.843653413,-0.956601599,0.788612905,-0.051960341,-0.081040986,-0.592244423,0.580873318,0.190358024,0.022144879,0.032573942,-0.052809646,0.777229095,0.084151999,0.204101933,-0.78132516,-0.243028907,4.920960397,-0.65655524,0.197675108,0.689421785
13,13,50.0,0.040693401,-0.062275709,-0.49161997,-0.782093214,0.405214292,0.406235156,0.200643837,-0.171464637,0.206126438,-0.025743568,-0.293799366,-0.465808074,-0.394280448,0.033463855,-0.866588243,-0.054417914,-0.473071926,1.056916794,0.917101926,-1.489616416,0.14258397,-0.038332709,-0.384367831,0.366563491,1.286488702
14,14,60.0,0.028745919,-0.552209196,-0.540994194,-0.027942757,-0.14531277,-0.141815993,-0.402464393,0.244630829,-0.110104873,-0.117139918,-0.447869232,-0.72373557,-0.742793645,0.03029159,-0.007084994,-0.052381405,0.108121527,0.034057402,0.183140756,0.005070272,-0.524540245,1.055610578,-0.201465823,0.496120652,0.904620386
15,15,61.0,-0.604552474,-0.596883572,-0.545623028,0.012109427,0.056492599,0.050664994,-0.520042254,-0.660610744,0.017943946,-0.067291248,-0.024856977,-0.707558286,-0.732265085,0.038012388,-0.274715153,-0.059081432,-0.217011597,-0.123478019,-0.172557696,-0.435182146,-0.714266145,-1.006605276,0.463064471,-0.043019383,-0.408346228
16,16,62.0,-0.191198228,0.028962594,-0.119256029,-0.261531769,-0.194998267,-0.187857216,-0.7898061,-0.444373118,-0.011314441,-0.053893789,4.535331838,-0.173540954,-0.079922615,0.104548646,0.061501183,-0.049670769,-0.558023605,-0.404040708,0.270267028,-0.009171987,-0.227904212,0.178306624,-0.481497109,0.117109087,1.30419424
17,17,63.0,1.796564133,0.487313592,0.456776588,0.210206942,0.626700826,0.625252937,0.98601841,1.769461118,0.719011163,-0.004831022,-0.170459407,0.247977469,-0.228750063,0.019644166,0.040378826,-0.05602606,-0.209661401,-0.107712116,0.050301054,-0.347386199,-0.354334057,0.564467708,-0.1672113,-1.09451264,-1.029543327
18,18,66.0,4.836216384,-0.540466988,-0.324981963,0.084437239,0.666482795,0.664485248,0.303631788,5.247522508,0.127379512,0.100423814,-0.315639815,-0.884747779,-0.835908948,-0.002718042,-0.063001399,-0.057189497,0.16475744,-1.206006605,-1.369019627,0.992982562,-0.401805697,3.232328612,1.683159146,0.751791241,0.204637607
19,19,69.0,-0.297815187,0.186740072,-0.078110842,-0.17938094,-0.350685088,-0.3578552,0.975198459,-0.094359192,0.005583403,-0.020480552,-0.023030469,-0.067275493,-0.336605351,0.033271111,0.027510794,-0.04642085,-0.170105133,-0.095901396,0.150649114,-0.244928612,-0.190244543,-0.621766162,0.325615494,0.626039643,-1.05724854
20,20,78.0,-0.249391059,-0.33895991,-0.312638407,-0.217328191,-0.192396493,-0.186618569,-0.577956529,0.270824082,0.131678283,0.025827758,0.062692195,-0.280047589,-0.530794834,0.019721594,0.011055589,-0.055758731,0.694090592,-1.50949044,-3.543793025,1.297534731,-0.287586737,0.632798279,-0.599405725,0.231755776,0.962797839
21,21,88.0,-0.702546378,-0.299549282,-0.36509852,-0.119624251,-0.206244647,-0.209335438,0.01313846,-0.759918475,0.005535329,-0.022634216,-0.186180546,-0.307485895,-0.060971206,0.022572224,-0.006534901,-0.058103671,-0.433320422,0.249039441,0.273804352,-0.438380453,1.599443827,-1.188416682,-0.267832378,0.281477625,-0.069212006
22,22,90.0,-0.2035651,-0.210065562,-0.40598655,-0.044665274,-0.791937627,-0.788650104,0.24296427,-0.033534204,-0.010266017,-0.053733968,-0.43550063,-0.290974677,-0.46676691,0.032632994,0.016266978,-0.053340956,-0.241764116,-0.913613762,-1.332155862,0.447568665,-0.182417498,-0.405429413,-0.119879675,0.515399304,0.250897943
23,23,99.0,-0.504840096,-0.317769949,-0.394928781,-0.16575735,0.070928251,0.077008277,-0.329746971,-0.557567327,-0.063573381,-0.088429886,-0.355865201,-0.554690375,-0.52719014,0.022642916,-0.003357876,-0.056578271,-0.125983776,0.423008508,0.651666074,-0.239962157,-0.086641712,-0.649601989,0.007638099,-0.851626371,0.632701751
24,24,100.0,0.173895553,-0.432357698,-0.553080593,-0.032035681,-0.047494447,-0.125424977,1.74636871,1.806166299,-0.164973313,-0.106624848,-0.178837374,-0.367519944,-0.617914211,0.017054431,-0.033101872,-0.056411846,-0.22776869,-0.366466531,-0.25959071,-0.201733552,-0.436655652,0.653013985,1.109943435,1.026119833,-1.343603658
25,25,156.0,-0.502743149,-0.059306415,-0.056509618,-0.01303282,0.148477912,0.151673096,-0.341700278,-0.610648338,0.028720953,-0.006866968,-0.069324523,-0.248268132,-0.033953849,0.035916269,0.080885759,-0.055044862,-0.283518104,-0.945029305,-0.206863117,-1.70717855,0.644663919,-0.728497176,-0.449161435,-0.045853545,0.562825535
26,26,157.0,-0.459791541,-0.681778383,-0.854726244,-0.146111316,-0.176953703,-0.172249588,2.40105323,-0.166979982,-0.190470012,-0.214026994,-0.489129415,-1.234562989,-1.168575769,0.01768594,-0.087644396,-0.055166892,0.822883174,-0.590197905,-0.104748656,-0.902873917,0.030340423,-0.785532509,0.172047882,-0.283456042,-1.602120392
27,27,166.0,-0.616407895,-0.139342381,-0.211832699,-0.694972406,-1.670582008,-1.665911143,-0.190031308,-0.527978194,-0.10072699,-0.11469875,-1.324036193,-0.043955716,-0.59735675,0.023272707,-0.00169596,-0.056634992,0.094170815,-0.889475861,-0.742521713,,,-1.097510699,,0.328183759,-0.756920509
28,28,333.0,1.408843784,2.311809702,3.079782253,0.616751223,1.496490781,1.505869467,-0.290749214,0.447016823,0.013073284,-0.011195845,-0.340841241,2.537712443,1.612748701,0.022387742,-0.003821904,-0.057428267,-0.618815871,0.363754234,-0.186700003,1.17911127,-0.361003979,0.590657142,-0.337353777,1.237776898,-0.938776494
29,29,338.0,1.319176293,-0.106545181,0.019608977,0.172844394,0.556201133,0.541473202,2.235755767,1.082455405,0.017528097,-0.00087585,0.031206027,-0.220347476,-0.375614559,0.022951975,-0.004504131,-0.056146183,-0.198207395,0.047667261,0.428517105,-1.055385696,-0.294418636,0.213982157,1.048599883,-0.924276657,-1.348977606
30,30,400.0,0.102261805,0.406602786,-0.292322971,-0.161255134,0.018263302,0.024147374,-0.009162684,0.073909776,0.063786385,-0.006468598,0.317331437,-0.510054429,-0.539039232,0.042449141,0.072884765,-0.049572369,-0.41920871,-0.194218138,0.473733972,-1.471645316,0.005438804,0.187834183,-0.489026395,-0.443600692,-0.193890711
31,31,401.0,0.138544099,-3.448755358,-2.119940742,0.512849427,0.525147697,0.529658705,0.862763728,-0.039620377,-6.829270099,-2.39638204,-0.190186372,-2.643582144,-1.749787998,0.197836689,0.151332393,-0.051894088,-0.515228225,0.745895826,0.31906421,-0.436064169,-0.706296644,-0.6142137,1.280595816,0.948751676,1.174863151
32,32,402.0,-0.140472574,0.368406869,0.045324719,0.586755938,-1.39924212,-1.393918676,1.28380006,-0.47080685,-0.019349286,-0.047912886,0.189464032,-0.281643055,-0.607599791,0.041253716,0.047207231,-0.043751408,0.37236333,1.211621529,0.798539431,0.927813805,0.445491074,-0.921934173,2.645785048,1.64689297,0.223267113
33,33,413.0,-0.589843159,-0.210605434,-0.263264183,0.072275408,0.046924784,0.053956015,-0.804778099,-0.663525175,0.109554349,0.008902024,1.264956741,-0.131743453,-0.197913872,0.016322208,-0.026221748,-0.0419296,0.232725963,3.338955468,2.43957357,0.918394397,0.193240708,-0.839345466,0.36512859,1.003627069,0.602582161
34,34,415.0,-0.434229248,-0.296579988,-0.273807637,0.836599705,0.729428949,0.517290599,0.986602148,-0.600622987,0.045146467,0.009055368,2.543909317,-0.344144511,-0.608170831,0.010687419,-0.055518374,-0.015340685,0.599644162,-0.067951369,0.235887616,0.427377212,-0.535096719,-1.045923568,5.173932858,-0.463212103,0.620967833
35,35,417.0,0.560541856,-0.134618505,0.006236792,-0.038292007,0.047931923,0.040561069,0.502692647,1.599262271,0.019184926,-0.009887877,-0.24956984,0.16555124,0.144995989,0.023056563,-0.001862293,-0.05639494,0.364978752,0.109818451,0.236791839,-0.059024069,-0.433251132,1.430082852,-0.505498385,-0.826954752,0.171671162
36,36,418.0,1.71238962,1.67800043,1.742563679,1.362598892,2.341354058,2.354978069,-0.432186767,0.503291537,0.045451721,0.012537429,0.282084214,1.219950236,0.740591302,0.025171951,0.013442029,-0.054990587,-0.22776869,2.751657297,1.721258181,3.258276139,-0.243713817,0.992994204,-0.646562909,0.549956193,-0.396207129
37,37,423.0,0.156363032,2.866932686,2.552609546,-0.935987152,-0.121393231,-0.114519556,-0.826443413,-0.534634467,0.007951221,-0.019530843,-0.154588028,1.312839754,2.537192002,0.024211246,0.001192231,-0.055373756,0.097190012,1.35262445,1.028358794,0.495750048,1.061657981,0.187452524,-0.643569086,1.547723028,-1.699558095
38,38,425.0,-0.492442537,-0.571104702,-0.564138362,-0.07828572,-0.181611719,-0.180693372,1.373734757,0.143695975,3.18657058,0.804430722,-0.481926354,-0.71787316,-0.742972095,0.015232372,-0.034958806,-0.057091599,0.450369288,-2.338205256,-0.155434542,-0.393132317,-0.136877,-0.448511815,-0.301335463,-0.455886471,-0.344554904
39,39,426.0,-0.667164236,-0.628196125,-0.522993175,-0.117285438,-0.215518714,-0.210086203,-0.741156071,-0.713629917,0.053743353,-0.003286249,-1.121582424,-0.672810519,-0.655924099,-0.012642517,-0.073210015,-0.002704377,-0.201552868,0.553427272,1.679407383,0.869043881,-0.536267594,-0.966281239,-0.226403414,2.467045083,1.534658542
40,40,488.0,0.400304434,0.570048916,0.302482137,-0.937624321,-2.416368039,-2.440805964,2.806585618,0.483556877,0.240023788,0.301060317,-0.084632081,0.13000574,-0.449921214,0.024845127,0.002344538,-0.057184506,-0.212672501,1.224758455,0.476069664,1.218049086,-0.561960139,-0.69481332,0.386780132,0.780316753,-0.575139195
41,41,501.0,2.243582046,1.400101518,1.819710904,0.237571062,0.494849615,0.490585754,0.158287662,1.477313783,0.016891189,-0.006769431,-0.314086776,1.148933444,0.193605818,0.024013446,-0.000231131,-0.056453046,-0.377132259,0.622584503,0.358608559,0.003963779,-0.750209587,1.021039823,-0.138365935,-0.772706441,-0.826030485
42,42,503.0,-0.692266224,-0.586491043,-0.729747739,-0.317955648,-0.303601365,-0.296092188,-1.369300078,-0.780436037,-0.047501982,-0.07207754,0.025333178,-1.597049167,-2.618661914,0.038234935,0.060556181,-0.053626246,0.696832338,3.373815172,2.798632012,1.366096361,5.460847412,-0.914336016,-0.656030427,0.579420878,1.760217289
43,43,511.0,-0.647667746,-0.678134249,-0.700431794,-0.422266736,-0.520010242,-0.512515525,-1.015652606,-0.660091915,-0.606620301,-0.748019183,-1.24043714,-1.540298811,-1.367654788,-0.00304462,-0.058082049,-0.047259821,-0.22776869,0.376047754,0.203312237,-1.058475609,-0.375137173,-0.779552573,,-0.005486516,1.864332244
44,44,513.0,1.164063604,1.747103996,1.819710904,0.330538904,0.853223052,0.859844641,-0.582324448,-0.133366114,0.027868764,-0.01066618,0.123628702,0.850618394,0.974468105,0.021911903,-0.005401616,-0.056483104,1.130857023,0.002081947,0.591300505,-0.084368828,-0.368248317,0.701541247,-0.623371218,-1.010406748,-0.619500873
45,45,519.0,-0.571850332,-0.428173693,-0.500877637,-0.1485086,-0.241032888,-0.234235464,-0.507088974,-0.615036512,-0.105874797,-0.127827639,-0.437436864,-0.70164022,-0.645324158,-0.038687365,-0.464848831,-0.041756322,-0.390334774,-0.458592293,0.432727084,-0.480434197,0.526326523,-0.598854266,-0.634384848,0.669866992,1.258429333
46,46,525.0,-0.113815777,-0.455977081,-0.447131737,0.237863413,-0.175317103,-0.178729819,0.110315299,-0.19774745,-0.112028471,-0.113584486,-0.81897286,-0.586191554,-0.628799672,-0.013321214,-0.141897565,-0.056502551,1.707176983,0.372170185,0.350952028,-0.428479595,-0.508625905,-0.468398201,-0.622552688,-0.681843877,-0.216903243
47,47,528.0,-0.116434403,-0.663017844,-0.652343356,0.219796078,0.368034097,0.375597963,2.077218687,0.265319596,-0.160000987,-0.13128952,-0.267139433,-0.799557312,-0.825023487,0.014565562,0.042991604,-0.057593723,0.707747767,-0.409233464,0.09028489,-0.637295668,-0.286955616,-0.544880283,-0.215562733,-1.477440315,-0.909665858
48,48,538.0,1.410490655,3.159408132,2.694046126,1.051185856,0.731820903,0.741817897,-0.820304566,-0.286620673,0.010405597,-0.015783451,-0.077862859,1.03111013,1.573953632,0.022956603,-0.002371429,-0.055790539,-0.22776869,0.301292641,0.665624501,-0.136171434,0.695100332,1.082126537,-0.449437261,0.246348009,-2.031619662
49,49,539.0,-0.266831519,-0.024079792,-0.211832699,0.399943198,0.547514564,0.532520844,2.214253965,-0.004428587,-0.068121451,-0.099114743,-0.588753462,-0.249251384,-0.331323225,0.01249648,-0.064168325,-0.053155649,-0.22776869,-0.884162059,-0.330055019,-0.187449214,-0.626268882,-0.518074697,0.931178807,-1.027592921,-1.045897904
50,50,540.0,-0.328185114,0.219537272,0.357770982,-0.210136339,0.035888225,0.044573826,-0.046854597,-0.11418281,0.02746605,-0.007349048,0.26165838,1.564311178,0.273515807,0.030793986,-0.058022647,-0.050341694,-0.148502562,0.107024937,-0.169491137,2.091465495,-0.17598605,-0.449636779,0.817583503,1.945964148,-0.166701136
51,51,541.0,-0.465949404,-0.433977313,-0.154229437,0.01094002,-0.081191621,-0.073828397,-0.072954206,-0.379010521,0.106718667,0.113050443,0.017338405,-0.093211093,0.323517547,0.036736701,0.033373429,-0.056841431,-0.167193358,0.25427025,0.535439345,-0.572674659,0.678770338,-0.150580017,-0.538694335,-1.101728159,0.563231722
52,52,543.0,-0.162935477,0.119795992,0.162588502,0.250843829,0.404333046,0.398768048,1.364852026,0.083895778,-0.056791862,-0.078883834,-0.705921781,0.249572935,0.287649061,0.254738641,0.030046918,-0.055968246,-0.176617896,-1.053417852,0.896278415,1.179594888,-0.708753089,-0.280406786,0.18341785,-1.122364288,-0.826871571
53,53,547.0,-0.606526672,-0.46825916,-0.417558634,-0.23942998,-0.267260452,-0.259813,-0.645841607,-0.671413489,0.137230118,0.091338043,4.351146529,-0.515378833,-0.242990387,0.024861708,0.010506362,-0.049493135,-0.22776869,0.225702523,0.269335262,2.356548179,1.231628021,-0.738896089,-0.526689224,0.429571239,2.063908186
54,54,550.0,2.051020956,2.28103702,0.893944199,0.54606058,1.097370201,1.098351605,0.337592397,1.067305766,-0.066698028,-0.072470305,-0.404757219,0.266380985,0.335652159,0.023043546,-0.000926437,-0.056236404,2.261914148,0.038122105,0.143109303,-0.924859475,-0.266755025,1.286098806,-0.617839802,-0.014978077,-0.944129076
55,55,552.0,-0.584994609,-0.526295359,-0.486219664,-0.12453576,-0.173512647,-0.175589055,0.860276797,-0.206306548,-0.048902025,-0.077134894,0.168523333,-0.602795532,-0.557990641,0.030299703,0.030035793,-0.044017768,-0.263312628,-1.528523487,-3.01196948,-1.198259695,-0.410330437,-0.535814221,-0.655386337,-0.372615774,0.230756321
56,56,559.0,-0.258147091,-0.12395604,-0.057538248,0.031872402,0.018179374,0.023736015,-1.062793771,-0.330333668,0.009850519,-0.022272967,-0.230999213,1.337829205,0.612321315,0.023378152,-0.001003537,-0.056356208,0.377679548,-0.338805253,0.062745862,-0.081793338,-0.276497884,0.655245548,0.179463856,-0.022954824,0.575958305
57,57,563.0,-0.682998742,-0.408063476,-0.414987059,-0.219140772,-0.292774627,-0.284760006,-0.163435193,-0.698922803,-0.005517903,-0.031605011,-0.610387965,-0.145416226,0.350213694,0.030259029,0.02076354,-0.066037419,-1.236448021,-0.642805315,-2.131720173,0.590147195,0.641371436,-0.975749565,-0.655392301,0.746741629,0.790516732
58,58,566.0,-0.5664085,-0.361499549,-0.36612715,-0.135469714,-0.15932878,-0.152310633,-1.006801992,-0.650436382,-0.023353706,-0.026187779,-0.343459462,0.0710106,0.012300437,0.006298588,0.100470476,-0.054882941,1.511084203,-2.558469046,-2.842339196,0.700512384,-0.020418907,-0.512833411,-0.00096616,-1.070066097,0.483886209
59,59,568.0,-0.170678837,0.901530085,1.459433362,0.528168656,0.675672933,0.685696959,-0.691298865,-0.493898909,0.015194692,-0.018118361,0.023066079,1.181900225,2.251636028,0.017864371,-0.017432474,-0.054340195,-0.716260367,1.952901059,1.530507896,0.751280795,0.556827992,0.042386028,-0.644441291,0.702366063,-1.204386726
60,60,572.0,0.086713711,-0.486074924,-0.347611816,0.137177486,0.000848199,-0.005841899,2.176330276,1.714908234,-0.077975867,-0.088509361,-0.035581384,-0.395551911,-0.615130388,0.025258106,0.064296393,-0.055405966,0.245501283,-0.232655458,0.347369548,-0.554176117,-0.512472126,0.54685902,-0.627219354,-0.255687301,-0.097594118
61,61,581.0,-0.13617639,1.286323576,1.536837744,-0.010927887,-0.083080006,-0.079092309,0.474661847,-0.3377435,-0.014857433,-0.040145048,-0.25074306,0.62883006,1.295856875,0.023133214,-0.002749469,-0.056865285,0.707662339,-0.087640215,0.692202917,-1.116792394,0.345354013,-0.465689101,-0.583440657,-0.477197154,-0.701929002
62,62,582.0,-0.405864207,-0.019760819,0.135329815,0.246692435,0.129719959,0.131972567,-0.225935338,-0.557808789,0.00572828,-0.016587042,-0.418682235,-0.021767607,-0.052013007,0.046275478,0.067159561,-0.044432167,2.596014264,0.162874903,0.115488929,0.52133337,-0.510392807,-0.713033856,-0.004866479,-0.1547495,1.379809034
63,63,587.0,0.305972515,0.305241891,0.585355297,-0.094423534,-0.160881452,-0.158830518,0.222985492,0.042166021,0.9242943,0.791083465,0.00438235,0.329197823,-0.040734956,-0.111047267,-0.63585144,-0.054919964,-0.125790636,-0.408438046,-0.135347497,-0.188156927,-0.484673823,-0.375586795,0.270769493,-0.393935116,-0.415783995
64,64,592.0,-0.670560267,-0.585141364,-0.555652167,-0.119039548,-0.246991791,-0.239629257,-0.759529922,-0.696158033,-0.114231053,-0.095284762,-0.599646677,-0.715646928,-0.6978242,0.334860472,-0.008134639,-0.054627774,-0.546904288,-1.139644273,-2.157967381,-0.103051238,3.99854228,-0.734183188,-0.6377693,0.344680698,1.448159183
65,65,596.0,0.418645046,1.449499771,1.588269228,0.255579927,0.443233769,0.451265276,-0.542043665,-0.30058793,0.0173404,-0.010648491,-0.032244039,0.76160623,1.103344824,0.027833708,0.011983066,-0.05424684,-0.856720501,1.786831835,1.612297932,0.302620925,-0.183713348,0.220206075,-0.610535649,1.200304249,-0.380187368
66,66,598.0,-0.612684536,-0.215464278,-0.211832699,-0.00449615,-0.017574042,-0.031705597,0.08473745,-0.54211725,-0.005895399,-0.021525059,-0.295826756,0.207979506,0.300782994,0.018492317,0.189809725,-0.054112677,0.516071237,-0.100077208,0.06785342,-0.701809045,-0.578253794,-0.785414434,-0.172332705,-0.053596015,-0.607559048
67,67,600.0,-0.182268304,0.98170102,1.068811243,0.439118327,0.618098185,0.607336909,1.024176732,-0.149843229,0.008013086,-0.023445779,-0.33689281,1.158246513,1.248496198,0.005329359,0.403073801,-0.056596291,-0.510326181,0.309341916,0.271546219,0.187520012,-0.682158786,-0.433720586,0.495072136,-2.693939035,-1.183359634
68,68,603.0,-0.623977361,-0.229905844,-0.211832699,0.054266543,-0.044976601,-0.036604414,-1.190363303,-0.714444212,-0.062482401,-0.082972544,-0.943843913,0.477724582,1.809186657,-0.177802591,-0.68132509,0.497866419,0.122667954,1.369069348,1.021146585,-0.207030035,-0.655515089,-0.436295437,-0.655483249,0.560713939,1.970093443
69,69,612.0,-0.339385879,-0.625496767,-0.399557614,0.01608541,-0.106831688,-0.100142811,0.179951507,-0.117145118,0.249816732,0.082735098,-0.426658439,-0.48027858,-0.464518438,0.015133541,-0.049692728,-0.057666335,0.734463232,1.004558786,1.273374538,-1.14536726,-0.28347651,-0.027166822,-0.170488403,0.551244609,0.862921514
70,70,616.0,-0.633807439,-0.470823551,-0.56233826,-0.113250984,-0.128778914,-0.120419142,0.315856084,-0.613745857,-0.126556789,-0.146865556,-0.712869941,-0.811764482,-0.832661155,0.134127937,0.058291991,-0.081619151,0.475403354,-0.635025727,0.200842895,0.017682408,1.190360608,-0.961040405,0.439018466,-0.388378324,0.18819313
71,71,620.0,-0.426833675,-0.362579293,-0.443274375,-0.626620578,-0.946575345,-0.946553254,-0.252918309,-0.524996237,0.059056659,-0.011473259,1.062869286,-0.499090238,-0.772594825,-0.759081874,-3.029523314,-0.049371048,-0.495354188,0.206747303,1.245544404,0.171854191,-0.110039428,-0.948000951,3.739301247,0.483592101,0.421570822
72,72,623.0,-0.439896119,2.06994722,1.819710904,-0.04057235,-0.011489247,-0.004547214,0.933952724,-0.61462955,-0.065934106,-0.090699398,-0.122752425,0.069025543,0.668461741,0.026932437,0.016426218,-0.05622525,-0.181527589,0.427391234,0.26021658,0.212850215,-0.161326509,-0.975945718,-0.624878566,-0.671659946,-0.940848676
73,73,625.0,0.809219289,2.394545026,2.205447032,0.456367077,0.117214656,0.110013501,0.254544216,0.829106709,0.003485637,-0.018726504,-0.098425427,2.029185464,1.262807903,0.027997275,0.119257683,-0.055937933,-0.379393114,0.812154741,0.218069161,-0.404529955,-0.466401571,0.431130583,-0.470917344,2.098592676,-0.718658404
74,74,629.0,-0.583306822,-0.998683019,-0.866555486,-0.075713025,-0.15769218,-0.153574787,-0.107491044,-0.299010599,-0.210591802,-0.188062326,-0.317383607,-2.756711819,-1.706317535,-0.267553733,-0.302592751,-0.058063448,-0.22776869,-0.723531008,-0.941120176,-1.082163477,-0.809003279,-0.799379349,2.925352649,1.239368264,1.004479443
75,75,630.0,0.167901354,-0.728612245,-0.56928151,-0.028761341,-0.106202226,-0.107081306,0.429956054,3.940918568,-0.079435148,-0.1118414,-0.396058515,-0.771117202,-0.764600257,0.032596017,-0.010562562,-0.056623366,-0.176487741,-2.019339783,-0.15510762,-0.497676192,-0.517555882,3.373770846,-0.135591281,-3.712109948,0.058630643
76,76,631.0,-0.563401171,-0.411167738,-0.288979924,0.296216814,0.515286133,0.525102453,-0.114547963,-0.375272159,0.013010631,-0.017539492,-0.110780524,0.115423923,-0.224681399,0.955988381,-0.062306476,0.046374454,0.676806944,-0.798867118,-1.425772649,1.018317334,-0.136244929,-0.694668873,-0.121534627,0.212204625,0.451152446
77,77,636.0,-0.454779327,-0.45219798,-0.577510548,-0.042384931,-0.093738888,-0.096303143,0.358923264,-0.33606082,0.144791584,0.09820824,0.425782483,-0.51150148,-0.393638027,0.066195202,0.173187043,-0.056629188,-0.169479715,0.68388719,0.364423762,-0.69100064,-0.039654901,-0.463118935,-0.532735017,-2.078991016,0.603611119
78,78,650.0,-0.45990406,-0.164311443,-0.210804069,-0.051389363,-0.108258467,-0.100872859,-0.430324028,-0.228546987,0.015885322,-0.013953043,0.590770885,0.495163397,1.312916712,0.028285164,0.039198581,-0.055636637,-0.830863345,-1.386329927,0.313807059,0.537755872,0.292932256,0.679917515,-0.647391876,-2.110973269,0.009489305
79,79,651.0,0.930392127,2.360938019,2.436888708,0.990318231,1.612311704,1.619685379,-0.34740461,0.448531227,0.011531647,-0.014389157,-0.27008683,1.737029655,0.52705782,0.02325941,2.8302e-06,-0.056381598,3.214537374,0.340561693,0.004689846,0.599085585,-0.469775392,0.04621559,-0.641317755,2.173827939,-0.713264273
