Stkcd,F090101B,F090101C,F090501C,F091101A,F091801B,F091801C,F092101C,F090602C,F091002A,F081002B,F081202B,F081602C,jlr,yylr,yysr,rate1,rate2,rate03,factor_ma,F010101A,F011801A,F011901A,rate,PD,BZC,aa,y
601718,0.011795749,-0.38582509,-0.204511607,-0.403347796,-0.052091871,-0.279935014,-0.329387121,-0.195056252,-0.656322953,-0.003811,-1.31147,0.008827,0.024659461,0.222916967,-0.053855894,-0.406277245,,0.077593723,-0.045420136,0.083282569,-0.272266157,0.74052927,-0.494478528,-0.137735837,0.052289347,164,1
000669,0.572991673,-0.04548766,-0.251417665,0.074053653,0.641484882,0.080754907,-1.135025291,-0.242211802,0.733093866,-0.213761,-0.163943,-0.050881,-0.09905069,-0.438297551,0.275529062,-0.778325123,-0.657859382,-0.090013435,-0.146935668,-0.693956894,-0.364435716,0.802675592,-0.489493201,-0.212754149,0.038694888,165,1
600388,-0.274922956,0.57561698,0.564180788,0.42495904,-0.459680721,0.245283502,0.87857534,0.577724797,0.505814544,0.2014,0.226451,0.226377,0.026265918,0.007356579,-0.053054971,-0.045303867,-0.315972222,-0.419048271,-0.288680782,-0.306869211,-0.5387822,0.110221113,-0.489028213,-0.124004896,0.04368431,166,1
002004,-0.055831067,0.136198482,-0.097942299,-0.018693671,-0.193591124,-0.194083739,-1.444673433,-0.087920105,1.056457965,0.4727,0.563636,0.268687,0.028343911,0.022983694,-0.051905648,0.109540636,-0.692591788,-0.022614841,-0.093007916,-0.130227232,-0.253596833,0.435690609,-0.486910995,-0.310152795,0.044188861,167,1
000031,0.501142421,-0.08906066,-0.058751565,0.562935367,-1.074538233,-0.81165136,-0.188126552,-0.048520916,0.072765963,0.109009,-0.007827,0.493175,0.112235714,0.264922929,-0.022275793,-0.019539428,-0.482562278,-0.357684772,-0.031186441,-0.065667727,-0.585078736,2.372903413,-0.485572139,-0.018231912,0.051611788,168,1
000049,2.289399891,0.995428599,2.958527799,0.014410154,2.644255209,1.12228213,2.517024319,2.984807276,-0.001259599,-0.015298,-0.022592,0.319987,0.022144879,0.032573942,-0.052809646,0.013928571,-0.783550546,-0.811568586,0.096165803,-0.278338491,-0.473413047,-0.917695491,-0.480769231,-0.10880621,0.043444795,169,1
600754,-0.175745627,0.058624534,-0.371753167,0.374209361,-0.102197424,-0.003022922,-1.389335915,-0.363187365,1.362665849,0.308683,0.350342,0.909544,0.026089101,0.006635506,-0.052886435,0.028663059,0.962523901,0.943665919,0.28865406,-0.544472705,-0.506407818,2.122204831,-0.480606591,0.236232775,0.037385079,170,1
600023,-0.300067274,-0.021497543,-0.388461721,-0.284842536,0.16481039,0.150246336,0.42215994,-0.379984792,-0.373136447,0.1876,0.218626,-0.101655,0.022115848,-0.005125644,-0.057290319,-0.047073791,-0.584779706,-0.565743298,-0.102564103,-0.301701412,-0.06833705,0.463450366,-0.479323308,-0.077531544,0.042338518,171,1
600169,-0.535986732,-0.70532157,-0.400754,-0.190140554,-0.293498867,-0.599325984,-0.353789963,-0.392342453,-0.966090565,-0.307076,-0.213617,-0.239626,0.002024056,-0.370917122,-0.054506174,0.085365854,2.167247387,-0.027874564,-0.196105702,-0.397609086,-0.590303216,1.456130674,-0.472906404,-0.254164935,0.046398015,172,1
600673,-0.498438889,-0.495899677,-0.262980877,-0.236426977,-0.096984265,0.009934706,-0.028981709,-0.253836518,-0.378641134,-0.570651,-0.737833,-0.083389,0.024403127,0.000176271,-0.056747819,0.109911678,0.200235571,-0.402272789,-0.094202899,-0.55426306,-0.444330245,0.532140729,-0.47235387,-0.163015958,0.043961205,173,1
000062,0.437216125,-0.12782878,-0.47332777,-0.344671606,0.031875741,-0.236268222,0.468797545,-0.465302241,-0.198433196,-0.207323,-0.239034,-0.237846,0.104548646,0.061501183,-0.049670769,-0.035318925,-0.57704918,-0.61768654,0.004027183,-0.17320142,-0.119993133,-0.185149103,-0.468389662,-0.148621769,0.063085946,174,1
600050,-0.258724702,-0.081477978,0.475483977,0.329107927,0.669332034,1.720542664,0.456639103,0.48855621,1.386332598,-0.128134,-0.640655,-0.039929,0.066577718,0.003246125,-0.057013042,0.553398058,-0.120910384,0.142394822,-0.096866097,-0.805040557,-0.446484823,-0.165555604,-0.468085106,0.130436881,0.040333744,175,1
600645,0.258852566,-0.122011505,-0.599917682,-0.422980999,-0.160440525,-0.095133506,-0.429979999,-0.592565481,-0.466446771,3.63023,3.440147,0.486784,0.002614665,-0.105217809,-0.056036193,0.302805611,7.702811245,0.150581377,0.047998517,-0.514555088,-0.115031155,-0.786726381,-0.467426234,0.014091493,0.040173278,176,1
600881,-0.762426905,-0.799419504,-0.063956445,0.383454365,-0.087569159,-1.65748679,-1.334307744,-0.053753481,0.118832035,-4.144994,-46.680657,-0.238229,0.023401289,0.017185673,-0.054394667,0.004160888,2.990331492,0.018437982,-0.221864952,-0.510357289,-0.541525119,0.389507113,-0.464285714,-0.221317626,0.043239377,177,1
000630,-0.682796009,-0.807060462,0.088839438,-0.451316943,0.289885574,-0.102091946,0.417845004,0.09985512,-1.155341744,-3.16355,-4.352515,-0.021638,0.032596017,-0.010562562,-0.056623366,-0.162011173,1.290502793,0.058659218,-0.646616541,-0.452570315,-0.491776755,0.738443564,-0.463320463,-1.431523652,0.042086289,178,1
001696,0.190215833,-0.277622179,-0.35885789,-0.411689275,0.475825788,-0.00539499,0.288724305,-0.363230904,-0.6059226,0.042684,0.014733,0.019607,0.022288821,-0.004428691,-0.05712596,-0.04558011,0.591895803,0.567606542,-0.131469363,0.390714646,-0.027824719,-0.102200897,-0.461928934,-0.246566931,0.047161443,179,1
002353,-0.428206259,0.545319388,-0.340219384,-0.1904435,-0.346495403,-0.206534275,-0.391514879,-0.331485855,0.715698852,-0.881343,-0.896775,-0.366325,0.023657662,-0.002311883,-0.05359584,-0.414893617,0.548463357,-0.186761229,-0.253748897,0.708418584,0.612392585,-0.828313598,-0.461088356,-0.748614083,0.029948234,180,1
601126,-0.493952668,0.228259056,-0.017104635,-0.167882627,-0.363622806,-0.189601602,0.016919407,-0.006652467,0.711009188,0.009288,-0.133349,0.012795,0.046594815,0.114092691,-0.05266191,-0.077777778,,-0.23396921,-0.423939151,0.137311778,0.068986322,-0.939529194,-0.460526316,-0.094897091,0.042491796,181,1
600859,0.378940471,0.857546274,2.765495417,0.439749719,-0.604331886,0.221983529,0.834879448,2.79074816,2.601715659,0.039595,0.108075,-0.051949,0.023148221,-0.002595158,-0.056928681,0.130398671,-0.77516532,0.178884638,-0.044849867,-0.095430807,-0.251449122,0.363882722,-0.457295374,-0.390529775,0.040128331,182,1
002233,-0.320601015,-0.014634736,-0.280501259,-0.412386019,-0.085439294,0.205463573,0.379523149,-0.271450091,-0.259294572,-0.373802,-0.393647,-0.139777,0.02902646,0.015599659,-0.056448713,1.390443686,1.518771331,-0.808370252,-0.055209953,-0.273688869,0.329636127,-0.764671968,-0.454965358,-0.304747049,0.042136505,183,1
603077,-0.44494904,-0.670078552,-0.65149027,-0.530654851,-0.146892994,-0.316930248,0.063387746,-0.644412382,-1.062504729,-0.644618,-0.677708,0.309716,0.058783325,1.246800997,-0.055965196,-0.076817558,,5.155569416,-0.541523679,-0.607128445,-0.136506734,-0.363212137,-0.451612903,-0.06161316,0.04699783,184,1
600596,-0.532455788,-0.684810849,0.31457896,-0.202327211,-0.194982443,-0.031762874,-0.097938443,0.326795344,0.270231693,-5.202865,-2.62233,-0.047813,0.011310223,1.440585929,-0.056793383,-0.11840968,-0.76273552,0.039818894,-0.047662695,-0.485362569,-0.205431495,-0.626458063,-0.451575263,-0.308412441,0.042456653,185,1
000830,-0.166835363,-0.49415598,0.061710275,-0.053405774,0.904028014,0.217288695,-0.299110935,0.072581657,-0.108436566,-0.198725,-0.294833,-0.012163,0.025990842,-0.017437647,-0.056625725,0.03742515,0.155,0.248289136,-0.10106383,-0.749958405,-0.469759001,0.537332924,-0.45,-0.44812179,0.042579802,186,1
601010,-0.236881459,-0.065952675,0.210162243,-0.291608665,-0.058596131,-0.09785866,0.169902785,0.221823237,-0.091107751,-0.421542,-0.266171,-0.073884,0.021937013,-0.004294996,-0.05719522,-0.039630119,,-0.292171352,-0.17173913,-0.510071353,-0.169910139,-0.965357742,-0.45,-0.030944734,0.052087156,187,1
601766,0.434435083,-0.129515344,0.068747999,-0.205751796,0.325243684,-0.083704199,0.337623378,0.079656815,-0.449923866,1.125869,1.231243,1.020581,0.02466671,0.004175056,-0.053021596,-0.026515152,-0.291828794,-0.122901191,-0.25698324,-0.352465714,-0.461972072,0.099980185,-0.449291167,0.226203896,0.051011151,188,1
000718,0.008879046,-0.387593926,-0.508209648,-0.307321539,0.767281457,0.146174569,0.595663673,-0.500369654,-0.72073816,0.157039,0.115474,0.351607,0.034371027,-1.315975981,-0.033376996,1.094010614,0.23155929,0.309325246,0.021132713,-0.105752872,-0.440951292,-0.043812157,-0.445676275,-0.055343791,0.049946123,189,1
002269,-0.466643433,-0.631785778,-0.146697521,-0.355938567,0.168699945,0.175417857,0.466284567,-0.136934654,-0.591060294,-3.965669,-1.844756,-0.049237,0.026185137,0.033966242,-0.056153273,0.840536513,1.938897168,-1.272854618,-0.358898722,-0.294924951,-0.373126523,0.168924364,-0.439252336,-0.156334877,0.050674008,190,1
002439,-0.595643486,-0.173379722,-0.453569078,-0.454468892,-0.530180253,-0.006550973,0.136134642,-0.445438453,-0.530119051,0.400857,0.335388,0.282946,-0.472178949,-0.168101142,-0.045635191,-0.03875,-0.0546875,,-0.056701031,-0.004298479,-0.01287621,-0.856520292,-0.438419118,-0.079150491,0.059911584,191,1
000748,-0.208196776,-0.519239621,-0.492401959,-0.320802512,0.042769744,-0.230602869,0.373564377,-0.484477884,-0.085786652,0.458207,1.441559,0.242192,0.097280857,-0.151706627,-0.052341567,,,,,0.119782385,0.196475781,-0.191157924,-0.436958614,0.865341937,0.0277522,192,1
000816,-0.53346759,-0.716500199,-0.607491604,-0.488818639,-0.071196554,-0.289870275,0.239049478,-0.600179688,-0.855403452,-0.903316,0.938694,-0.195778,0.034746358,-1.236834356,-0.057319816,0.799760192,1.479616307,0.332134293,-0.09795479,-0.331854762,-0.180682268,-0.553535592,-0.435314685,-0.189301355,0.049023959,193,1
000616,-0.247700393,-0.543196601,-0.648929614,-0.392988891,0.003549166,-0.250999267,-0.031377421,-0.641838106,-0.734961527,0.08187,-0.140763,-0.384522,0.134127937,0.058291991,-0.081619151,-0.15648855,0.167904903,,-0.118493909,0.573723171,-0.2904162,0.674873665,-0.434163701,-0.115337109,0.058094785,194,1
000800,-0.468840381,-0.67730701,0.742885582,-0.216201787,0.295325353,-0.099263026,0.150610796,0.757380118,-0.125249459,-0.558042,0.088821,-0.212463,0.03863758,-0.029666325,-0.057469622,-0.056200367,-0.57666463,-0.113011607,-0.132085561,-0.445402712,-0.321657396,-0.757200946,-0.432720232,-0.160132578,0.04826901,195,1
601985,0.321540959,-0.197980018,-0.575188315,0.035426847,0.813556143,0.170239407,-0.178923088,-0.567704579,-0.440409996,,,,0.020992544,-0.008362263,-0.057762681,0,0.476939203,0.691823899,-0.03539823,-0.470973668,-0.554725774,2.904499175,-0.43219076,2.153535292,0.064307264,196,1
601928,0.315571892,-0.201599961,-0.372178269,-0.376435963,0.495849591,0.005018254,0.24449674,-0.363614728,-0.370579886,-0.064092,-0.031084,0.044458,0.024675204,0.002329222,-0.055865149,-0.01908867,,-0.577270401,0,-0.09187298,-0.021769999,-0.472044069,-0.430741734,-0.210761126,0.044592983,197,1
601258,-0.472603079,-0.679588899,0.053932723,-0.281811007,-0.395187066,-0.45835936,-0.034114848,0.064762737,-1.04818193,0.734364,-0.112876,-0.065317,0.018714043,-0.041699362,-0.057286768,-0.005076142,,1.130076142,-0.302047782,-0.461271058,-0.58695059,0.294281932,-0.428057554,-0.133905655,0.04135267,198,1
002146,-0.228040909,1.301978758,0.353306485,1.061259063,-1.645678883,-1.311363109,-1.506287028,0.36586263,0.539303913,-0.255627,-0.285756,0.013538,0.027591208,0.009997229,-0.051096137,-0.035425101,0.371458552,-0.379912322,-0.243663123,-0.15790189,-0.576810298,1.699921044,-0.427631579,-0.278074424,0.043494689,199,1
600580,-0.355940605,-0.188365689,-0.133421885,-0.205525524,-0.191915401,-0.056029141,-0.124596386,-0.123588405,-0.389547859,-0.086871,0.382013,0.374472,0.030249218,0.01339361,-0.053799411,-0.606355383,-0.402723735,-0.036964981,0.027192386,-0.388621098,-0.472088327,0.677334577,-0.424603175,-0.335058671,0.045312247,200,1
000636,-0.402622929,-0.637149417,-0.531861419,-0.357229446,-0.15370784,-0.332779714,0.006826107,-0.524147229,-0.133110234,-0.318899,-0.611404,-0.13717,0.066195202,0.173187043,-0.056629188,-0.095530237,-0.234005259,-0.319018405,-0.009451796,-0.01238195,0.331136739,-0.728988734,-0.131723381,-0.406558433,0.048344574,470,0
603589,1.362157719,0.433102317,-0.339966349,-0.31942789,0.636428822,0.078125537,-0.075881966,-0.331231474,0.072892196,,,,0.020844985,-0.008600387,-0.058109539,0.154922001,0.18071728,,0.044554455,0.242501235,0.388317196,-0.993283031,-0.131506849,1.847110149,0.06866774,471,0
600588,-0.740366982,-0.199527178,-0.390128775,-0.392790156,-0.567912003,-0.022881239,0.176412862,-0.381660712,-0.571571574,-0.397789,-0.957397,0.01761,0.019251092,-0.113989821,-0.046131779,0.124028269,0.142190305,-0.189539432,-0.169983416,-0.2693003,-0.204328451,-0.889301194,-0.130933544,-0.014880271,0.049636291,472,0
600329,-0.218742505,-0.108288176,0.141753237,-0.333881836,0.016177578,-0.072141545,0.505770584,0.153050366,-0.449954956,0.206705,0.207436,-0.000893,0.069403852,-0.320740757,-0.056400925,0.100831601,-0.126237624,0.221265777,-0.072863148,0.06631457,0.116930365,-0.862214601,-0.130857143,-0.194460191,0.045410768,473,0
000088,-0.031915231,-0.412333627,-0.714634409,-0.469544432,-0.163022727,-0.337623859,0.200168889,-0.707892384,-0.72751751,0.103929,-0.181125,-0.172638,0.022572224,-0.006534901,-0.058103671,0.081555834,0.051219512,-0.144599313,-0.125925926,0.526499234,0.601245017,-0.049743729,-0.130252101,-0.415794159,0.041616633,474,0
603698,0.09058065,,,-0.249842213,-0.734762882,,,,-0.195244932,0.051068,0.088211,0.25434,0.015318351,-0.023595079,-0.054360874,0.003435442,,0.221671548,-0.077675033,-0.153078087,-0.219102212,-0.792310335,-0.12979066,1.4128813,0.061257018,475,0
603188,1.222828618,0.569518611,-0.378871052,-0.379462765,0.06397179,-0.175159318,-0.330299242,-0.37034311,-0.162036708,0.06201,0.066627,-0.010045,0.02192027,-0.005754846,-0.057115683,0.045794393,,-0.035964187,-0.287040106,0.171547681,0.594749614,-0.972387344,-0.129610116,-0.230163196,0.04078656,476,0
002410,-0.356639634,0.203517069,-0.52106323,-0.4969233,-0.348931341,0.017530299,0.395887752,-0.51333361,-0.544255581,-0.576093,-0.777691,-0.127305,0.020467042,2.06765E-06,-0.051716498,-0.312981298,,-0.078991946,-0.292094862,1.55541067,2.526887522,-1.017263135,-0.129300119,-0.122678956,0.046657171,477,0
000581,2.360759258,1.038704508,-0.215867872,-0.03030295,0.314624153,-0.089226815,1.073732285,-0.206472921,1.678884496,-0.022852,-0.066776,-0.096442,0.023133214,-0.002749469,-0.056865285,0.059931507,0.421354765,-0.219469864,-0.123145401,0.405186927,0.654205599,-0.76671905,-0.129216152,-0.251921274,0.034884532,478,0
600826,-0.214827189,0.868905443,-0.383190579,-0.120910397,-0.155964107,-0.33136408,1.057083274,-0.374685612,0.978996498,-0.007387,-0.01924,0.725961,-0.885963541,-0.852249973,-0.056370085,-0.011197244,-0.652729384,0.557672322,0.02488189,-0.030237442,0.304724363,-0.295658429,-0.128010558,-0.260879346,0.0483082,479,0
002244,0.050104799,0.019863269,0.02436171,0.475134973,-0.468303109,-0.435524221,0.175031149,0.035034436,0.427468907,0.86581,0.778251,0.073052,-0.014856013,-0.160703973,-0.012152012,1.644472362,2.336683417,-1.608014028,-0.287323944,-0.205577649,-0.547374568,0.973709023,-0.127988748,-0.054695085,0.047011673,480,0
002118,-0.521604823,-0.615644582,-0.610197248,-0.3285929,-0.103199607,-0.281969488,0.157315078,-0.602899724,-0.530591555,-0.164356,-0.47132,-0.183643,0.02737046,-0.082619581,-0.045749117,0.053455724,0.192721681,0.422338528,0.038100497,-0.309055856,-0.422936697,-0.414808537,-0.127900059,-0.11965945,0.050947102,481,0
600867,-0.317222689,-0.366924375,-0.59370936,-0.510076954,-0.123556569,-0.269400631,0.177625311,-0.586324137,-0.970493457,0.772133,0.738421,0.150187,0.008437735,0.665543576,-0.056303886,0.115353038,1.120999219,-0.603759368,0.04136253,-0.187487734,0.041819633,-0.458967022,-0.126660762,-0.11497873,0.035897049,482,0
002051,-0.220502324,0.352993952,0.316356302,0.255409787,-0.002351979,-0.197719312,0.131688114,0.32858214,0.481367614,0.275756,0.139979,-0.148217,0.025542848,0.007343026,-0.050228925,0.130803571,-0.16620608,-0.160305487,-0.059076682,-0.308117724,-0.497475876,-0.654179196,-0.126269956,-0.282012959,0.041904813,483,0
002122,-0.502508707,-0.674170412,-0.559026897,-0.391060756,-0.167102787,-0.328011164,0.194641505,-0.551457199,-0.43918036,0.512608,0.210176,-0.035434,0.027061757,-0.004134762,-0.058377504,0.05443038,1.472989196,0.122123293,-0.091220068,0.162575408,0.061641602,-0.345798145,-0.125714286,-0.318720057,0.046439661,484,0
600048,-0.26111572,0.87012466,0.218903245,0.750901079,-0.707504399,-0.489442268,-0.174430928,0.230610733,0.523202054,0.182439,0.197248,0.131788,0.040896036,0.045937155,-0.037440245,-0.541353383,-0.441762854,0.04887218,-0.066731141,-0.125178609,-0.559849146,1.549490859,-0.123404255,0.088304939,0.039450889,485,0
601998,0.807465968,0.306767699,-0.469003043,3.258667242,0.594152938,0.337605375,-0.731969818,-0.460956313,0.130977777,0.006899,0.004283,0.166188,0.023209741,-0.001531356,-0.056389086,-0.005509642,0.297783934,0.044358563,-0.018335684,,-0.655299982,-1.023211261,-0.123028391,0.253967203,0.03341786,486,0
601857,-0.102833701,-0.455342153,0.119190628,-0.138181982,1.118658659,0.328905917,0.279829658,0.130367927,0.40316697,-0.644102,-0.633279,-0.244215,0.021986175,-0.003736095,-0.057234611,-0.005952381,-0.361620795,-0.494646421,-0.153386454,-0.558667345,-0.192126296,0.636679858,-0.122830441,0.17143992,0.030650742,487,0
000869,2.293013739,0.997620219,-0.117898703,-0.067232463,1.335148309,0.441489901,0.313057107,-0.107982656,1.467382203,0.053766,0.057526,0.118602,0.023795167,0.00063449,-0.055705399,0.169050051,-0.361506276,0.186189736,-0.034786752,-0.163429836,0.462990297,-0.898124062,-0.119833637,-0.095558821,0.033945744,488,0
601111,-0.266074869,-0.191302322,-0.002018571,-0.010489292,0.236869175,0.365248974,0.569666341,0.00851384,-0.307237529,0.698888,1.128968,0.039145,0.034160665,-0.004213339,-0.05664801,0.063197026,-0.071095571,-0.434991898,-0.167804878,-0.71240652,-0.507974819,2.246966482,-0.11914324,0.005687879,0.044019754,489,0
000401,-3.545687139,-2.543261615,0.013024544,0.485389667,0.444172145,-0.021856254,0.393955793,0.023636968,0.688674991,6.749531,1.370313,-0.290875,0.197836689,0.151332393,-0.051894088,0.063414634,1.211009174,-0.157346471,-0.178716491,-0.696264898,-0.536312847,1.475095151,-0.119047619,-0.100861912,0.047981222,490,0
000620,0.473333879,-0.105925158,0.051334318,1.788359682,-5.056581753,-2.88248628,-5.571143698,-0.498606927,-0.6068727,-0.286078,-0.424687,0.327235,-0.759081874,-3.029523314,-0.049371048,-0.21859545,,-0.003956479,-0.043198529,-0.14114867,-0.585585045,2.557637396,-0.118336887,-0.113991878,0.048091032,491,0
600804,-0.306748559,-0.281277544,-0.267463684,-0.243108034,0.400984364,1.034974842,0.405136848,-0.258343169,-0.571864511,0.344594,0.143614,0.138341,0.026806921,0.017339272,-0.055504367,0.038074398,-0.544266442,-0.022663439,-0.10471593,-0.720906453,-0.518272307,0.272911719,-0.118024691,-0.0843025,0.048765252,492,0
603288,0.742916011,0.292901537,-0.372862055,-0.484802693,0.045523491,0.13635622,0.623484187,-0.364302152,-0.765959997,0.200835,0.242826,0.15047,0.021594139,-0.006488036,-0.057334428,0.036049238,-0.366902405,0.267769715,0.041704442,0.276310635,0.534842643,-0.996063973,-0.116065781,0.094148191,0.033146341,493,0
000792,0.013116556,-0.385024087,-0.200789968,1.056987979,0.195627978,-0.151109974,-1.056895338,-0.191314817,1.967303121,-0.591225,-0.803161,0.038939,0.064189716,0.039151367,-0.054305398,-0.527647975,-0.361760125,0.505451713,-0.035744681,-0.517503938,-0.514576292,2.264623255,-0.115635998,-0.325635016,0.038552931,494,0
600601,-0.516249997,-0.547215331,-0.428572061,-0.474518314,-0.319835522,-0.225342251,-0.248228434,-0.420308477,-1.130584456,-0.649866,-0.649584,-0.050538,0.028877103,0.022479814,-0.055819496,-0.009615385,0.197674419,0.204973218,-0.17625,-0.509557105,-0.440482756,-0.355365909,-0.115044248,-0.157844151,0.049657146,495,0
600872,-0.400339308,-0.329213214,-0.430944689,-0.414584056,-0.149141134,-0.153452931,-0.113225903,-0.422693725,-0.666726085,-0.063449,-0.06809,0.044168,0.025508486,0.012402295,-0.056152914,-0.06006006,0.54950495,-0.320131633,0.036709721,0.521875805,-0.061522294,0.425582107,-0.114130435,-0.18858232,0.036883951,496,0
600064,0.778436481,1.341051968,-0.20060983,0.925970384,0.519297972,0.951308761,2.454543703,-0.198911266,3.050789448,0.378312,0.385756,0.183848,0.032896472,0.017282942,-0.052665332,0.139841689,-0.237424547,0.029551451,-0.068204614,-0.432727679,-0.406265137,-0.004145114,-0.109799292,-0.156461683,0.041020541,497,0
000826,1.541572648,0.541908552,-0.054531567,0.001437229,0.020568224,-0.24214862,-0.777930893,-0.044278472,0.424020136,0.175307,0.133523,0.44951,0.024116763,0.001076395,-0.052551041,-0.898788491,-0.806915699,0.022968198,-0.006697579,-0.527298658,-0.43004486,0.428523063,-0.109752547,0.027577644,0.040477268,498,0
002678,-0.446448843,-0.55489971,-0.588117395,-0.529550794,-0.256798192,-0.281246881,0.169813642,-0.580702429,-1.033882448,0.036847,-0.006288,0.000435,0.021607276,-0.003807853,-0.05755504,1.082510169,0.912260314,-0.789497396,-0.016918429,0.970954809,0.701308338,-0.580197319,-0.108149276,-0.241117371,0.051291667,499,0
000600,2.220855483,0.953859823,-0.244380389,-0.076039336,1.58740868,0.572676209,0.470915747,-0.235137095,0.314968429,-0.01348,0.033934,-0.11617,0.005329359,0.403073801,-0.056596291,0.050246305,0.080675422,-0.011259951,-0.114754098,-0.588193383,-0.31942918,1.182147223,-0.10802139,-0.446003097,0.041173067,500,0
000825,-1.804615067,-1.487387954,0.342893676,-0.129134814,0.262070925,-0.116556767,0.147717369,0.355260665,-0.525936732,-14.782604,-17.231805,-0.217293,0.010472469,-0.004540929,-0.057802979,0.987804878,0.673170732,-0.22195122,-0.231775701,-0.638546461,-0.513307658,1.779851046,-0.107438017,-0.433959394,0.04034034,501,0
600151,-0.674362441,-0.798019748,-0.501553448,-0.353769747,-0.32024091,-0.191550622,-0.389088922,-0.493678051,-0.772569427,2.754726,2.259668,0.066845,0.004191562,-0.083613844,-0.050835644,1.889967638,0.106535363,-1.677013761,-0.151241535,-0.392142692,-0.439036705,0.937109844,-0.107400722,-0.104724139,0.052551918,502,0
002414,-0.566971993,-0.636065034,-0.669832343,-0.469668876,-0.282287957,-0.338387785,0.067392275,-0.662852017,-0.481340434,-0.067153,-0.324359,0.588894,0.066698715,0.047516765,-0.033278588,-0.369543814,-0.403347555,0.792710558,0.014310646,0.976541253,0.435782402,-0.216164328,-0.105851659,-0.329187904,0.038094176,503,0
000768,-0.225452053,-0.529704088,0.054885236,-0.103683028,0.260774407,-0.117231013,0.261555914,0.065720316,0.074634538,0.226384,-0.10819,0.137639,-0.13170986,-0.40910178,-0.048650278,0.047234558,0.801454545,-0.493338716,-0.166772554,-0.181686074,-0.36571923,-0.523110766,-0.104598738,-0.128288545,0.049222661,504,0
002646,0.132185122,0.10321907,-0.454053449,-0.396242161,0.355845487,0.001517436,-0.868143941,-0.4459254,-0.145033527,-0.284733,-0.210358,0.006341,0.026377464,0.018366571,-0.054627055,1.249342682,1.536809816,-0.643295355,-0.104665314,0.784348294,1.632408984,-0.971046533,-0.103448276,-0.33877419,0.041158188,505,0
600717,-0.109492376,0.43202479,0.604064992,0.083086759,0.268910149,0.268827162,0.454351635,0.617821144,1.442944117,0.023598,0.043099,-0.396653,0.022288781,-0.003946554,-0.057028244,0.028284672,0.382431233,0.780056056,-0.165662651,-0.31165678,-0.17711674,0.48804294,-0.102284012,-0.400127081,0.037851863,506,0
002217,-0.479175082,-0.554136414,-0.431919976,-0.51253958,-0.107911675,-0.352953555,-0.055477815,-0.4236742,-1.105164912,0.475168,0.500537,0.622163,0.037146852,0.046707702,-0.052934834,-0.372271386,0.28021148,,0.008526188,-0.249043385,-0.097815894,-0.748847086,-0.100565682,-0.357642391,0.045850208,507,0
600776,-0.497357372,-0.554992265,-0.465328477,-0.515497755,-0.287163444,-0.279236822,0.20420207,-0.4572604,-0.939414583,-0.044667,0.116671,-0.03925,0.031710849,0.01218923,-0.051990033,0.000874891,-0.293706294,0.20970712,-0.138691883,0.950379217,0.910283363,-0.992339497,-0.1003861,-0.322436663,0.047876307,508,0
600006,-0.42946112,-0.584471714,0.019683971,-0.262885914,-0.192435453,-0.234983118,0.32528612,0.030331817,-0.490294696,0.625198,0.130454,-0.034117,0.021349408,0.031187108,-0.056946388,0.002262443,0.52233677,-0.633187951,-0.07755102,-0.345450901,-0.422940513,-0.28598031,-0.100250627,-0.05523055,0.049732698,509,0
601888,2.783549326,1.295105667,1.229482234,-0.039852658,1.282422633,0.414070269,-1.91416258,1.246564964,1.699523788,0.03057,0.042555,0.068015,0.024612825,0.00306774,-0.0559326,-0.761760243,2.161513859,-0.097454055,-0.0275562,0.524042806,0.501291962,-0.949356292,-0.099956729,0.120312872,0.041625843,510,0
002025,-0.224419525,0.046329527,-0.272391499,-0.280184646,-0.406309495,-0.196964777,0.23254789,-0.263297195,0.211907045,0.216307,0.224042,0.167729,0.022754635,0.001893498,-0.056302795,-0.471719892,0.977929985,-0.116583301,-0.072733661,0.659131981,0.308567273,-0.664221485,-0.097123802,-0.253486469,0.05082762,511,0
600458,-0.053605856,-0.403095232,0.339209965,-0.080084187,-0.360759812,-0.157581511,-1.332704234,0.35155736,-0.373712672,5.081559,9.346655,0.801849,0.01967555,0.045992185,-0.051903395,0.135028249,-0.22875817,-0.123163842,-0.118129219,-0.136164656,-0.463982426,1.286393912,-0.096176822,-0.147736816,0.050116327,512,0
000728,2.132142863,0.900060029,-0.533664315,0.815514203,0.324461801,-0.084110812,0.282121901,-0.525959715,1.172373445,1.029834,1.03533,0.964889,0.027875685,0.008937286,-0.055789119,-0.405489154,-0.471004869,0.122632012,-0.118617439,,-0.534851534,-1.023211261,-0.094607843,-0.198435822,0.044961505,513,0
002294,0.366746089,1.205843464,-0.312642971,-0.401381812,0.096521981,0.360906757,0.323947386,-0.303762764,0.116825702,0.21688,0.224731,0.206424,0.022692118,-0.00324241,-0.056209454,-0.440571049,0.412682603,0.239298177,0.015630309,1.194115708,1.911108868,-0.916889901,-0.093913043,-0.085210322,0.033668706,514,0
601328,1.156646964,0.30847026,-0.497440779,3.138141783,4.438824214,2.055535658,-0.278766743,-0.489542695,0.376578628,0.012054,0.022304,0.109014,0.022240689,-0.004337072,-0.056731898,0.007824726,6.215838509,9.751492044,-0.049107143,,-0.649671828,-1.023211261,-0.093425606,-0.042737876,0.031418208,515,0
