Stkcd,F090101B,F090101C,F090501C,F091101A,F091801B,F091801C,F092101C,F090602C,F091002A,F081002B,F081202B,F081602C,jlr,yylr,yysr,rate1,rate2,rate03,factor_ma,F010101A,F011801A,F011901A,rate,PD,BZC,aa,y
000852,-0.364634189,-0.614111135,0.266853453,-0.005756134,0.08524155,-0.208515693,-1.499544012,0.278815987,-0.006290441,-0.314656,-1.42026,2.073767,0.021947244,0.021496799,-0.046998588,0.024460432,0.875329236,-0.056192073,-0.129518072,-0.350087427,-0.463488709,-1.007193257,-0.857660925,-0.32219732,0.043173006,82,1
601866,-1.012897847,-1.007250818,-0.481596955,-0.434124805,-0.099481598,-0.304579722,0.044674125,-0.473615409,-1.055249927,-3.709291,-3.893269,-0.120662,0.022970172,-0.040520297,-0.056907523,,0.537117904,,0.028187919,-0.459888089,-0.435761532,1.564686719,-0.853960396,0.012119038,0.050612079,83,1
300253,-0.400874414,-0.046518338,-0.506147171,-0.468169614,-0.402075045,-0.293826069,-0.508210238,-0.498253119,-0.561132529,0.316772,0.133011,0.532641,0.026334877,-0.035196118,-0.053104006,-0.042305054,-0.276743075,-0.502477555,-0.094524256,-0.230931643,-0.098997535,-0.656573896,-0.849032258,-0.041471699,0.059285233,84,1
600572,-0.159647235,0.331064048,-0.311268405,-0.381570458,-0.05019314,0.044717514,-0.297954201,-0.302380886,-0.395880701,-0.307857,-0.296001,0.480329,0.023187032,-0.002604218,-0.055838144,0.069655725,0.069655725,3.40639218,-0.219128329,-0.372911653,-0.332563828,-0.250451573,-0.846264368,-0.161440391,0.042375258,85,1
002181,-0.529094419,-0.385376025,-0.528197255,-0.36709581,-0.223096845,-0.231279463,-0.351941842,-0.520463575,0.045535465,-2.934003,-2.720469,-0.201291,-0.019668087,-0.41648902,-0.044635812,0.174944403,0.516746411,-0.224704595,-0.061736771,0.821812434,1.665214129,-0.976200104,-0.843478261,-0.227329441,0.050229453,86,1
002063,-0.395057965,-0.250889681,-0.564837286,-0.45970873,-0.365778855,-0.200678762,0.179847513,-0.557298493,-0.589628309,-0.38137,-0.546019,0.119765,0.066825294,0.25219477,-0.053977792,-0.200151343,-0.311731315,0.173896161,-0.153441143,1.39952021,1.375098833,-0.938993973,-0.835361489,-0.148564682,0.051124124,87,1
600180,-0.31725472,-0.077242142,0.14044592,-0.225841566,-0.637720841,-1.023864518,-0.753446336,0.151736095,-0.877018038,-0.151067,-0.115101,0.127772,-0.553916318,-1.709915577,-0.055946435,-0.307065217,-0.355978261,-0.139945652,-0.058846607,-0.267940032,-0.465816508,-1.021235909,-0.81387808,-0.046038305,0.048838236,88,1
601018,-0.41832376,-0.440571006,-0.620968179,-0.500564392,-0.230993327,-0.292590265,0.16243283,-0.613727945,-0.868964026,-0.078598,-0.02648,0.231482,0.021869597,-0.005341564,-0.056251538,,,,,-0.536448168,0.260946398,-0.501337758,-0.806331471,-0.202392914,0.047767951,89,1
000631,-0.118182192,-0.46465025,-0.513306302,-0.306894775,1.79004292,0.678054781,1.055203847,-0.505493417,-0.876410456,-0.440753,-0.420132,-0.29199,0.955988381,-0.062306476,0.046374454,-0.616935484,0.813508065,1.04233871,0.099273608,-0.203200671,-0.504093755,0.566626613,-0.805357143,-0.149905888,0.045882345,90,1
000979,-0.419424119,-0.647338503,-0.701034544,-0.457554049,-0.254884113,-0.385395754,0.181452084,-0.694220181,-1.223297115,-0.006363,-0.392672,-0.480831,-0.022711438,-0.182746205,0.070151318,-0.161425577,0.8125,0.102602047,-0.218085106,0.673264631,-0.522255244,2.290595264,-0.794223827,0.334789574,0.035500795,91,1
000563,0.014554181,-0.384152238,-0.689492135,-0.403238546,0.037758828,-0.233208763,-0.3638371,-0.682616378,-0.237821496,0.294667,0.30065,-0.133068,0.030259029,0.02076354,-0.066037419,0.357271095,0.203821656,-0.047045792,-0.007364975,0.513244472,1.999256573,-0.950542606,-0.785714286,-0.261620905,0.043954155,92,1
600292,-0.286716009,-0.239556793,-0.177759037,-0.101098418,-0.054061928,-0.357745112,-1.31500302,-0.168161386,0.677552785,0.238096,0.447918,0.014876,0.021798407,-0.056809612,-0.056161801,-0.138692212,0.98274209,-0.016881492,-0.075998283,-0.323040081,-0.116112832,-0.489590487,-0.777027027,-0.308176242,0.044949736,93,1
600428,-0.258253658,-0.410067735,-0.308615573,-0.21313034,0.049918652,-0.064367531,0.263935708,-0.299713944,-0.476610568,-0.258386,30.629787,-0.107371,0.069233478,0.952244674,-0.057017434,,1.070175439,,0.122790698,-0.638197663,-0.450967201,1.669799693,-0.775862069,0.056258643,0.053272029,94,1
002161,-0.534814775,-0.62829267,-0.649532433,-0.54855592,-0.203951532,-0.322449577,0.18061584,-0.642444131,-1.025046111,-0.802833,-0.979189,-0.209945,-0.101028496,-0.187752734,-0.051570602,-0.074688797,-0.069058296,1.475119367,0.148333333,0.494932793,1.756947201,-0.953478045,-0.766006098,-0.170449029,0.057507742,95,1
600970,-0.337091316,-0.75501922,1.156539044,0.220292637,-0.803625515,0.501800135,0.66270702,1.173233791,-0.393383371,10.647559,3.887058,-0.011745,0.013168316,-0.03770283,-0.055427165,-0.009121061,-0.658766419,0.025277524,-0.112267658,-0.374744261,-0.561462313,0.096697129,-0.757971014,-0.266805669,0.047487232,96,1
002498,-0.470543675,-0.453747002,-0.337697015,-0.429786031,0.020018378,-0.089726864,0.143945249,-0.32895007,-0.502038689,0.466638,0.480679,-0.100593,0.027424087,0.007896984,-0.055976865,0.755376344,1.083333333,0.169354839,-0.523316062,0.070799179,0.080019427,-1.021296604,-0.757238307,-0.030984325,0.049960984,97,1
002399,-0.103513888,-0.077722059,-0.458660801,-0.190009002,0.119581226,0.262348113,-0.896478618,-0.450557258,1.317708272,0.694079,0.650243,0.170221,0.023223863,-0.002262876,-0.057039287,-0.373763076,,0.624028187,-0.044104135,2.191819978,0.313227831,0.181074431,-0.753164557,-0.224342271,0.033266059,98,1
600058,-0.93943951,-1.021599181,8.859188191,1.240996373,-0.544318261,0.219277156,0.261140975,8.916853122,1.006798127,44.868013,-25.769424,-0.539344,0.12341722,0.040916758,-0.058004351,-0.331277533,0.333725029,0.045814978,0.16548375,-0.381447383,-0.609111804,0.904102715,-0.751884058,-0.147331085,0.052485301,99,1
601777,0.035332865,-0.371550999,0.162993287,0.124287199,-1.218244095,-0.886384626,-1.221272015,0.174403391,-0.085698744,0.014613,0.157722,0.091204,0.023494844,0.018708097,-0.055643367,-0.051422319,-0.685697809,-0.224240887,0.07554672,-0.536905665,-0.536743992,-0.040369086,-0.75,-0.194680021,0.048682785,100,1
600252,-0.181070306,0.87312071,-0.491788022,-0.36134851,-0.194306195,-0.18780424,0.584714496,-0.483860682,-0.132848387,-0.673837,-0.664367,-0.582167,0.025229734,-0.031896673,-0.050600616,0.482288828,2.391008174,1.194822888,-0.570110701,0.628705354,0.927697408,-0.692764762,-0.749440716,-0.087957775,0.043008464,101,1
600112,-0.517269336,-0.752555648,-0.643573738,-0.439922179,-0.105426982,-0.276906543,0.306891397,-0.636453743,-0.8950871,-12.098535,-10.895776,0.370398,-0.105945794,-0.34019261,-0.053994109,-0.171837709,0.380668258,0.744033413,-0.046411225,-0.569807492,-0.317950697,-0.787537489,-0.742249779,-0.153004495,0.054811689,102,1
002489,0.378563636,0.371927804,-0.057480114,-0.153106244,0.527686517,-0.431807889,0.442866009,-0.047242702,0.44719026,0.553884,0.331276,0.072998,0.005654261,-0.029354534,-0.038946519,1.426199262,1.698339483,-0.756457565,-0.538672769,-0.211591468,-0.149059147,-1.011910926,-0.741803279,-0.121528027,0.051732464,103,1
000831,-1.329537254,-1.199276877,-0.684152937,-0.535777159,-0.091783746,-0.300576506,0.195648606,-0.677248781,-0.973031257,5.530258,3.965736,-0.345832,0.000462279,-0.005568163,0.01422287,0.019704433,1.574626866,-0.444704433,-0.142857143,12.77777631,11.32297379,-1.005107551,-0.738135593,-0.127642955,0.048248079,104,1
600160,-0.536778085,-0.615310926,-0.253572497,-0.439909954,-0.179541597,-0.077929445,0.050698693,-0.244378095,-0.486225746,0.00298,-0.180245,-0.025338,0.160238156,-0.161982339,-0.056123684,-0.103110354,-0.580741372,-0.086493396,0.338450292,-0.129202228,0.775480089,-0.891447595,-0.730769231,-0.216722103,0.048438225,105,1
002056,-0.223827894,0.370454917,0.090495194,-0.199426805,0.179173211,0.448522057,-0.008944741,0.101519683,0.55777794,-0.153,-0.184652,0.078905,0.015239928,-0.022940244,-0.055914664,0.096761607,-0.096406973,0.084330829,-0.032184778,0.528260686,0.164945756,-0.190699951,-0.726315789,-0.462268224,0.044198814,106,1
600017,-0.446192595,-0.474683935,-0.583120449,-0.408828046,-0.096767577,-0.148338337,0.139126762,-0.575678904,-0.593964466,-0.484273,-0.465808,-0.138816,0.023180371,0.003724973,-0.057224222,-0.099173554,-0.081460674,0.547185786,0.017191977,-0.49782064,-0.096983365,0.514241176,-0.721271394,-0.183384665,0.0455351,107,1
000009,0.604123899,-0.026607513,-0.450453754,-0.200117691,-0.163292685,-0.337764248,0.132725991,-0.443978242,-0.455677804,1.044019,1.102354,0.128465,0.017473803,0.011142158,-0.053709438,-0.102,0.721955896,0.47613925,0.115313081,-0.215243152,-0.462419241,0.82429962,-0.714920071,-0.242026871,0.04577355,108,1
600967,-0.591464386,-0.585893181,-0.453174193,-0.469930106,-0.419708053,-0.359589427,0.042049718,-0.445041467,-0.775541406,-1.223619,-1.262525,-0.328913,0.031345411,0.013198782,-0.053076978,-0.049276915,0.496627319,0.318947873,0.124763705,0.195867068,0.360050135,-1.023211261,-0.699375558,0.612449195,0.030559891,109,1
600783,-0.355452603,-0.24770852,-0.699214163,-0.354987194,-0.185906816,-0.432830526,-0.134560747,-0.692390118,-0.29790135,-0.276435,0.055668,-0.187944,0.093967443,0.008286246,-0.056415397,-0.003824579,-0.852572306,0.312263963,0.025846702,1.077528544,0.101785361,0.608230384,-0.696208113,-0.172254907,0.052268781,110,1
601016,-0.451863963,,,-0.329218751,-0.000855024,,,,-0.978357716,0.171472,0.007597,0.148783,0.03715421,-0.014727114,-0.057705855,-0.05734767,,0.565951877,-0.186588921,-0.341829339,-0.439407947,1.84101521,-0.695876289,-0.064167919,0.046567258,111,1
000156,0.111819072,-0.325165917,-0.55989638,-0.315647512,0.536198755,0.026001565,-1.432786134,-0.539672301,0.165712863,0.38739,0.509613,0.185335,0.035916269,0.080885759,-0.055044862,0.020217729,,0.150792624,-0.100172216,0.625125263,0.353069408,-0.383048418,-0.692708333,0.004107486,0.046756139,112,1
002400,-0.327255922,0.202265858,0.279238446,-0.313961077,-0.004428575,-0.270572579,-0.173407908,0.291266855,-0.513788042,0.244656,0.246714,0.519291,0.025440216,0.004993098,-0.05487951,0.184095427,0.406361829,-0.220124557,-0.141547488,-0.314732664,-0.481048885,0.549135373,-0.68488529,-0.121844566,0.040863053,113,1
002405,-0.455539989,-0.498575783,-0.577380089,-0.469186451,-0.147372416,-0.096562757,0.226178955,-0.569908011,-0.521963463,0.127712,1.014694,0.422224,0.0192995,-0.039468542,-0.055463058,-0.408762887,,1.083342084,-0.03319714,0.539609064,0.799794737,-0.962929936,-0.684526361,-0.176953628,0.055814174,114,1
000793,0.284795774,-0.220264146,-0.536606586,-0.439936241,0.191664388,-0.153171212,0.294505322,-0.528917635,-0.330039673,-0.145809,-0.293625,0.096815,0.02877521,0.008318643,-0.055948375,0.510312708,2.559547572,0.278110446,-0.082949309,0.588251766,0.391773984,-0.179283744,-0.682741117,-0.445435399,0.040973498,115,1
000750,0.695293483,0.028682308,-0.59106397,0.104444832,-2.099543322,-1.344698355,-0.810097119,-0.583664676,-0.247543611,1.573674,1.614424,1.095738,0.072330512,-0.079141858,-0.056445859,1.536964981,-0.19688716,0.747081712,-0.129008746,,-0.544463007,-1.023211261,-0.680111266,-0.136501741,0.042637738,116,1
002657,-0.427145469,-0.383170694,-0.428392193,-0.432232995,-0.466051357,0.140712992,0.022574138,-0.420127652,-0.28519064,1.046495,1.713426,0.208662,0.035687392,0.063337335,-0.049780569,-0.725090636,,0.007750969,-0.041006854,-0.022175798,-0.002478376,-0.273730924,-0.677840225,-0.082997561,0.06581704,117,1
600481,-0.423591914,-0.283313761,0.01741661,-0.275608507,-0.293092577,0.34661754,0.483987903,0.028052395,-0.748950652,0.079283,0.419598,-0.542216,0.055996248,-0.150531895,-0.057654835,1.316777042,-0.566507177,-0.069536424,-0.401892744,0.056423374,-0.289832057,0.434151159,-0.675041876,-0.282442241,0.050435337,118,1
000861,-0.365828756,-0.61483558,-0.66027234,-0.500250353,-0.024616699,-0.265646736,-0.084802614,-0.653241163,-1.219722378,-0.273972,-0.341825,-0.138783,0.027660845,0.006653829,-0.056697868,-0.134378499,-0.437818182,-0.112943799,-0.342857143,-0.082915113,-0.451520821,1.6124207,-0.674418605,0.011468433,0.050277684,119,1
002698,-0.303975053,-0.18885589,-0.591464325,-0.432203388,-0.093405297,-0.18331506,0.220221244,-0.584067161,-0.433651552,-0.056688,-0.022911,0.180549,0.022082091,-0.001337092,-0.057056648,0.450733038,0.489942039,-0.303685717,-0.231642895,2.004018644,1.712104729,-0.918479011,-0.665730337,-0.026719837,0.053285593,120,1
600170,-0.378697672,-0.245623168,1.609120251,0.330302172,-1.671429577,-0.405964469,-0.301302362,1.628222266,-0.358246268,0.066899,0.053724,0.103544,0.025139699,0.006297877,-0.055332154,-0.163841808,1.077683616,0.217514124,-0.19027027,-0.38428666,-0.60399263,1.55197936,-0.665158371,-0.154340279,0.040935232,121,1
000758,0.048601227,-0.363504398,1.059262806,0.232247866,1.140420483,0.340223006,0.542915541,1.075440144,0.185876703,-0.04043,0.189751,0.075894,0.025662992,-0.039171836,-0.054869048,-0.183467742,0.125567322,0.213709677,-0.14870317,-0.422458873,-0.530771685,0.203327482,-0.623644252,-0.25512854,0.046359902,122,1
002344,-0.247417767,0.150806229,-0.540464248,-0.320181231,-0.199264745,-0.103358739,-0.283033393,-0.533841734,-0.373896528,-0.417304,-0.433308,-0.243325,0.030906956,0.026797246,-0.050778443,-0.532594524,0.584745763,-0.066492829,-0.103116147,-0.555460062,-0.321724166,-0.141117527,-0.622390892,-0.093007087,0.043355239,123,1
600298,-0.202531062,-0.051266085,0.317729075,0.070367604,-0.459859489,0.596856552,0.528480244,0.329962214,0.930178215,0.802422,0.729701,0.153045,0.022657927,-0.002803199,-0.05637718,0.071126761,-0.057328788,0.356372066,-0.029840849,-0.561187072,-0.255149717,-0.876301395,-0.622122403,-0.233975117,0.038354374,124,1
300147,-0.379353365,-0.23106227,-0.454134954,-0.398807397,-0.251613925,-0.237582907,-0.23771489,-0.446007339,-0.558385144,-0.068797,-0.1033,-0.038961,0.023243906,-0.002405145,-0.055651324,0.093094406,0.539384246,0.140140308,-0.08716707,0.765009866,0.542558224,-0.29145391,-0.621468927,-0.229884426,0.047331111,125,1
600743,-0.513757233,-0.318003733,-0.393498927,-0.179064985,-0.284555961,-0.570656931,-0.098324198,-0.385048791,-0.923654439,0.213603,0.192449,0.10195,0.034607833,0.029215621,-0.037161088,-0.025862069,-0.230419977,0.63249714,0.04028777,0.001851978,-0.574071576,2.198923508,-0.620390456,-0.098068157,0.048058057,126,1
002005,-0.674319105,-0.761067312,-0.456222717,-0.27796954,-0.207879007,-0.30865008,-0.253832758,-0.448106206,-0.435430344,0.057836,1.495906,0.084632,0.055676495,-0.185423743,-0.055961263,0.321499014,-0.423863636,0.652859961,-0.118929633,-0.432126123,-0.373435192,0.254333484,-0.618556701,-0.126744395,0.044580887,127,1
603001,0.729365023,0.256539855,-0.006152401,-0.141840456,0.064917995,0.073021272,-0.251933167,0.004358022,1.085546586,0.509843,0.492026,0.119218,0.02575949,0.002287571,-0.057188372,0.046374105,,0.896978496,0.070187394,0.603555226,0.320698461,-0.572472481,-0.617773531,-0.125711301,0.047661922,128,1
002325,-0.344247413,-0.301220364,-0.359750237,-0.342856197,-0.161409303,-0.147951913,-0.62223768,-0.351120592,-0.562439889,0.164939,0.162496,-0.113864,0.024649413,0.00292929,-0.055273168,-0.200255918,3.358925144,0.466410749,-0.16174921,-0.193910594,-0.324007325,-0.960364186,-0.616042781,-0.112918614,0.049383267,129,1
000166,1.037244899,0.236058843,-0.588355456,0.252288421,2.896377442,1.2533966,1.333000415,-0.580941756,-0.629731663,2.546489,3.013256,2.085031,0.023272707,-0.00169596,-0.056634992,0.028818444,1.060690943,-0.393210135,-0.196875,,-0.610449497,-1.023211261,-0.6125,14.24714354,0.206800946,130,1
002315,-0.169584375,0.490331229,-0.351547674,0.079532302,-0.443851642,0.027973592,0.185471469,-0.342874399,2.703877864,0.303501,0.724366,-0.030153,0.024650997,0.007616624,-0.056569469,-0.864597438,-0.654202687,0.009894803,0.066993837,1.413483046,1.104295001,-0.865243841,-0.600509311,-0.145147835,0.053246609,131,1
002030,-0.445022523,-0.387460235,-0.538313989,-0.491709944,-0.272425932,-0.312694615,-0.171733827,-0.53063412,-1.105650549,-0.257645,-0.496649,0.357395,0.024231048,0.008984209,-0.05528524,-0.702039825,1.935138988,-0.062408936,-0.044709054,0.051659378,-0.009130975,-0.931169816,-0.592787378,0.090241306,0.049542332,132,1
600280,-0.230305688,0.083200834,0.365075837,0.362000323,0.271047237,-0.925952417,-0.646678727,0.377560812,-0.734966351,-0.718616,-0.596902,-0.032769,-0.06821177,-0.111256409,-0.056021059,0.035217794,-0.544453507,-0.19536817,-0.279284834,-0.426337123,-0.635528378,2.06613906,-0.587808418,0.029234857,0.047881062,133,1
600150,-0.477950368,-0.711242827,1.168255403,0.783937058,-0.768100374,-1.104828451,-1.312844491,1.18501247,2.254282525,4.790146,0.571523,-0.019765,-0.019658229,-0.032004697,-0.057028673,-0.766867643,-0.509229252,0.731420398,-0.160471023,-0.288633927,-0.448033892,0.297603612,-0.586602027,-0.092960646,0.046548862,134,1
600823,0.050737881,1.908730464,0.277196502,1.408627138,-1.077528531,0.084944056,0.266059217,0.28921405,3.127908397,0.119349,0.161886,0.183596,-0.099886531,-2.043998191,-0.0310986,0.047089041,0.109566639,-0.179097558,-0.139824305,-0.278891155,-0.449524202,0.863624564,-0.584929757,-0.370371914,0.039173072,135,1
002238,-0.261130794,0.002304035,-0.401485129,-0.345171412,0.066284034,0.488930777,0.642761318,-0.393077471,0.127679361,0.287874,0.27756,0.359572,0.024428648,0.000575901,-0.054370778,-0.576126126,1.082882883,1.060083345,0.007978723,-0.002044607,0.351155966,-0.862380134,-0.582767978,0.107322034,0.04018129,136,1
002143,1.221649124,7.846265538,1.987085028,0.465253494,0.181641652,-1.533679152,-1.371988088,-0.537094869,-1.280288673,0.213281,0.119446,-0.235338,-0.015460314,-0.084549369,-0.054039306,0.107923497,-0.630086313,1.219860659,0.150721719,0.335289371,0.133792316,-1.023211261,-0.574501369,-0.091793365,0.048792536,137,1
600587,-0.059265918,0.401081595,0.762724883,0.053197496,-0.52169781,-0.429741016,-1.10966098,0.777324944,0.897884982,-0.073877,-0.158265,0.202273,0.023879474,-0.000403683,-0.054794988,-0.017311334,1.132042254,0.02900724,-0.127407407,-0.415959181,-0.422197647,-0.573382908,-0.571665286,-0.134101608,0.041187584,138,1
600575,-0.506981739,-1.624147046,-0.31263804,-0.539104642,-0.061887084,0.25529295,-0.016854042,-0.303757806,-1.231433138,-1.085074,-1.093497,-0.810595,-0.17529967,-0.427988842,0.087145567,0.021452145,-0.635238656,1.605365302,0.28358209,0.609312358,-0.012804862,0.550360312,-0.5657277,0.580332101,0.04538769,139,1
002049,-0.370039887,-0.138626904,-0.553576514,-0.461999924,-0.170186081,-0.179278038,0.011928471,-0.545977826,-0.384135904,0.094164,0.071703,0.150229,0.029439049,0.01930063,-0.053979278,-0.013449237,-0.797339983,0.9817084,0.152134831,0.635173179,0.256020284,-0.090326717,-0.55978975,-0.187278109,0.055804464,140,1
601009,0.597192019,1.595107249,-0.204095472,8.087489619,10.8189145,17.10682651,-5.555365952,-0.194637903,1.530824797,0.249181,0.28068,0.448051,0.023211545,-0.001770525,-0.05544452,0.044247788,0.088560886,0.336407439,-0.021070615,,-0.65412559,-1.023211261,-0.557603687,-0.250241059,0.033894313,141,1
000939,-0.112981868,-0.461496512,-0.518176731,0.194344403,0.154082514,-0.172715413,-2.183706541,-0.510389752,-0.15430967,0.702986,-0.297595,0.227102,0.054792905,-0.034833563,-0.05537821,0.034482759,1.319444444,0.126807564,-0.068512111,-0.603948664,-0.559371453,2.222197341,-0.547991071,-0.30210615,0.041959371,142,1
000540,0.512878948,-0.08194304,-0.431534058,-0.163427613,-0.189197769,-0.351236013,-0.400649894,-0.398276953,-0.761156696,0.631607,0.614127,0.350735,0.030793986,-0.058022647,-0.050341694,-0.09970385,-0.400788436,-0.258042629,-0.266864344,-0.224262135,-0.564205996,1.776888019,-0.546511628,0.091166677,0.05076391,143,1
000917,0.090296139,-0.338218506,-0.347532919,-0.124652849,0.200550413,-0.148550095,-0.406058952,-0.33883829,0.595991814,0.222764,0.333816,0.093439,-0.004149959,0.013083083,-0.056054684,0.014514897,-0.021837349,0.532369203,0.298574338,-0.3467745,-0.180540334,0.178398326,-0.543869843,-0.036779135,0.038541459,144,1
600256,-0.480821851,-0.508130694,-0.611270629,-0.349059673,-0.076850312,-0.259616558,-0.115131861,-0.603978814,-0.90835715,-0.863421,-0.966502,-0.281666,0.030317784,0.014609196,-0.05592925,0.106446777,3.355322339,1.334332834,-0.178181818,-0.736090736,-0.508703187,1.797099506,-0.543181818,-0.424349443,0.033812154,145,1
002073,-0.481285358,-0.457827435,-0.363602609,-0.209150367,-0.241875593,-0.43449548,-0.335871729,-0.354993454,-0.287139887,0.036196,0.419241,-0.146894,0.023987024,-0.016600247,-0.051980748,-0.029850746,0.550295858,0.184222331,-0.037144515,-0.202819569,-0.208063384,-0.59016236,-0.539295393,-0.248095118,0.046990905,146,1
600805,-0.236255913,0.584134357,-0.481266629,-0.186260535,-0.068625186,-0.336291801,0.599305262,-0.473283326,0.650665074,-0.884367,-0.88797,-0.227177,0.021274564,-0.008580498,-0.061051938,-0.073206442,0.078199052,0.084388551,-0.062911485,-0.612942765,0.087400393,-0.935539867,-0.536640361,-0.301215773,0.042021116,147,1
000681,3.822577727,1.92522474,-0.067342469,0.166759457,1.296807124,0.421550826,-2.052929803,-0.649590682,-0.757470467,0.195983,0.747192,0.388171,-0.003981726,-0.045999985,2.068472811,-0.832149434,-0.68771376,0.013943699,-0.046407604,0.522397038,0.543356032,-0.283889086,-0.535123043,-0.184425145,0.052079208,148,1
601390,0.433140654,-0.130300351,1.723230036,0.507675795,1.037301239,0.286596538,0.504142666,1.73132645,0.070091477,0.103943,0.05817,0.01763,0.023946686,-0.000454885,-0.055549628,-0.023255814,0.909090909,0.177101968,-0.160936357,-0.357513027,-0.588079197,1.332053222,-0.532885906,0.099131392,0.047411397,149,1
601989,-0.611954791,-0.764160489,-0.427029821,-0.194717474,-0.351393461,-0.315945643,0.129280197,-0.418758034,-0.679784406,-2.584595,-2.825774,-0.019046,-0.253895561,0.008745177,-0.053340891,-0.065606362,0.245033113,0.149804747,-0.191573927,-0.28264499,-0.531351632,1.199390165,-0.532428356,-0.006208431,0.047395024,150,1
002354,0.066368999,0.847026959,-0.503894604,-0.47178024,0.04699968,-0.049074928,-0.456892636,-0.496031659,-0.683096759,0.522883,0.435958,0.978477,-0.195811132,-0.101413339,-0.053902491,-0.742446343,,0.108668473,0.134073825,-0.25426095,0.130628172,0.164201177,-0.530671602,0.141748276,0.052721708,151,1
002392,-0.381156521,-0.351760153,-0.442071591,-0.391789685,-0.205155055,-0.356090956,0.033741397,-0.43387981,-0.230755375,-1.225636,-1.120326,-0.062062,0.023396309,0.021970161,-0.056480981,0.732647815,,1.223650386,-0.359190556,0.255979071,-0.091669603,-0.124768459,-0.525714286,-0.193726143,0.044900243,152,1
600863,-0.503626023,-0.353526703,-0.520019169,-0.394201417,-0.098796321,0.008826615,0.251877021,-0.51224199,-0.90005362,-0.410637,-0.39209,-0.205706,0.025290159,-0.026571632,-0.056597859,-0.074534161,6.51901566,0.151642595,-0.145454545,-0.82519925,-0.467263704,1.701438422,-0.522151899,-0.197680682,0.042072934,153,1
600503,-0.536084709,-0.704290892,-0.709246792,-0.51738855,-0.243983789,-0.389379249,-0.13256034,-0.70247611,-0.958958513,-0.089001,0.011416,0.04434,0.181843253,-0.130049785,-0.010581894,-0.182481752,0.10483871,-0.102189781,-0.000712251,0.070467843,0.109864553,-1.023211261,-0.521564694,-0.175958993,0.064397724,154,1
000027,0.438979713,-0.126759252,-0.474398551,-0.107756977,0.703035188,0.112763729,-0.574881627,-0.466378717,0.115766789,-0.119177,0.010492,-0.110032,0.027743233,-0.021911624,-0.057681593,-0.056730769,-0.212048193,-0.027302844,-0.139378673,-0.497039228,-0.394905049,1.064757274,-0.518731988,-0.276124037,0.047036441,155,1
603169,0.780098324,0.545497642,-0.487659033,-0.369497894,-0.204307262,-0.243687271,-0.199893933,-0.479709732,-1.024836258,0.493689,9.876513,0.703662,-0.023207707,-0.183903443,-0.052707423,0.011080332,-0.631232877,-0.442861154,-0.10647482,-0.335825123,-0.428145534,-0.333819129,-0.517766497,0.058157965,0.051418905,156,1
601186,-0.192512902,0.376121361,3.641026922,1.25273615,-0.306206732,-0.117351212,-0.502547017,3.670936774,0.745968063,0.155802,0.154963,0.014478,0.020445487,-0.00997006,-0.05506279,-0.018208303,0.582159624,-0.458052825,-0.138077859,-0.363201185,-0.594055319,1.145172838,-0.517722879,0.136740858,0.046069298,157,1
002385,-0.422028049,-0.208907262,0.238537482,-0.402563402,-0.541243093,-0.120261361,-0.055561121,0.250349404,-0.528069567,-0.126889,-0.150564,-0.127235,0.026119069,0.005442648,-0.055582547,0.63963964,,-0.628173628,-0.149545772,-0.055389753,0.088906729,-0.653809507,-0.515802781,-0.026916798,0.043008327,158,1
002276,-0.48792896,-0.429804876,-0.155638746,-0.461924891,-0.315143318,-0.227425558,0.253117592,-0.145923437,-0.779935185,0.166482,0.229287,0.171063,0.032213123,0.037909485,-0.052604794,0.192026578,0.202325581,2.130269228,0.08412236,0.252870883,-0.088721795,-0.290013779,-0.513043478,-0.106130365,0.049903687,159,1
601678,0.1827187,-0.282168817,-0.289923986,-0.353688151,0.506843813,0.010735725,0.244167761,-0.280922937,-0.262793193,0.066199,0.131133,-0.014864,0.023150647,-0.002266355,-0.057037043,-0.002493766,0.001246883,-0.128428928,-0.038653367,-0.476761358,0.066005701,-0.112513555,-0.5078125,-0.48998378,0.037889636,160,1
300291,-0.399826813,-0.244279401,-0.455580984,-0.416455203,-0.436678357,-0.53420823,-1.117658363,-0.447461059,0.950905683,0.789001,0.7018,1.481504,0.031199373,0.020312799,-0.044947685,-0.038097811,,0.13856149,-0.048009037,0.472113369,1.181695758,-1.023111941,-0.501258389,-0.07738712,0.054013197,161,1
300257,-0.2453659,0.096926449,-0.321256201,-0.233704956,-0.259050848,-0.181573572,0.136690723,-0.312421807,0.600731864,-0.463991,-0.447221,-0.179138,0.020671109,-0.008516167,-0.057503942,0.287025448,,-0.50955569,-0.187603033,0.661256637,0.798923291,-0.975217946,-0.500311139,-0.265793515,0.045735973,162,1
600635,-0.449491786,-0.436871077,-0.494637579,-0.324392749,-0.135681181,-0.207937701,0.228332178,-0.488259974,-0.633317924,0.424317,0.604449,0.094357,0.03126192,0.038309517,-0.056897671,0.909736308,0.007150153,-0.781589855,-0.04158215,-0.571224947,-0.340124884,0.807211175,-0.496875,-0.120879727,0.047729544,163,1
